id,name,age,score
89467,Frank Garcia,74,55.58
89468,Judy Davis,34,12.64
89469,Charlie Rodriguez,46,23.45
89470,Bob Jones,29,30.26
89471,Diana Miller,64,50.85
89472,Charlie Wilson,27,63.75
89473,Alice Garcia,80,33.25
89474,Heidi Garcia,51,83.27
89475,Frank Williams,61,33.88
89476,Grace Williams,29,38.27
89477,Eve Wilson,59,89.77
89478,Judy Davis,46,76.07
89479,Judy Smith,70,21.22
89480,Judy Miller,31,8.66
89481,Grace Johnson,31,78.49
89482,Charlie Johnson,67,52.62
89483,Heidi Brown,,50.1
89484,Bob Wilson,63,91.48
89485,  Eve Davis  ,67,17.35
89486,Ivan Johnson,73,86.82
89487,Judy Johnson,26,65.16
89488,Eve Rodriguez,29,83.37
89489,Charlie Rodriguez,46,64.53
89490,Judy Wilson,75,66.03
89491,Heidi Wilson,63,21.62
89492,  Grace Miller  ,54,87.52
89493,Heidi Davis,80,42.18
89494,Judy Davis,29,55.2
89495,Bob Davis,30,24.15
89496,Charlie Jones,27,78.86
89497,Charlie Rodriguez,75,77.53
89498,Ivan Davis,54,72.83
89499,Charlie Garcia,39,73.5
89500,Ivan Davis,64,82.29
89501,  Diana Garcia  ,72,6.53
89502,Diana Williams,48,
89503,Frank Brown,20,2.07
89504,Frank Wilson,78,19.47
89505,Judy Smith,47,35.19
89506,Alice Rodriguez,66,15.14
89507,Ivan Miller,65,7.88
89508,Grace Brown,63,98.18
89509,Alice Wilson,69,21.67
89510,  Ivan Rodriguez  ,19,63.64
89511,Ivan Rodriguez,28,29.1
89512,Charlie Garcia,31,28.78
89513,Heidi Garcia,50,85.67
89514,Ivan Davis,56,63.05
89515,Charlie Wilson,31,28.15
89516,Ivan Johnson,25,42.4
89517,Judy Rodriguez,56,91.73
89518,Bob Smith,23,33.11
89519,Ivan Brown,56,18.96
89520,Heidi Davis,31,
89521,Eve Smith,37,42.32
89522,Judy Garcia,49,83.3
89523,Frank Smith,21,60.0
89524,Eve Davis,23,47.85
89525,Bob Garcia,24,39.26
89526,  Grace Brown  ,53,20.0
89527,Alice Garcia,70,16.4
89528,Judy Rodriguez,32,51.03
89529,Diana Jones,51,71.79
89530,Frank Smith,43,40.03
89531,Bob Wilson,62,80.63
89532,Eve Brown,75,42.61
89533,Judy Miller,32,67.84
89534,Alice Davis,49,39.45
89535,Alice Brown,68,26.0
89536,Diana Williams,72,8.54
89537,Heidi Davis,60,70.11
89538,Grace Wilson,64,64.72
89539,Grace Brown,66,93.85
89540,Judy Wilson,27,57.97
89541,Charlie Johnson,39,80.19
89542,Frank Miller,38,58.68
89543,Eve Jones,70,68.01
89544,Eve Williams,77,43.19
89545,  Grace Smith  ,78,88.98
89546,Frank Wilson,79,40.25
89547,Ivan Wilson,23,49.66
89548,  Frank Williams  ,48,5.74
89549,Alice Wilson,57,58.2
89550,Diana Wilson,38,24.68
89551,Charlie Wilson,72,71.93
89552,Heidi Garcia,41,43.17
89553,Alice Davis,32,45.11
89554,Judy Miller,33,13.51
89555,Eve Smith,46,
89556,Charlie Garcia,44,17.15
89557,Bob Davis,38,43.74
89558,Alice Johnson,63,29.97
89559,Ivan Williams,71,15.63
89560,Heidi Garcia,28,43.83
89561,Judy Rodriguez,48,
89562,  Ivan Davis  ,45,8.74
89563,Eve Johnson,77,74.42
89564,Charlie Miller,66,15.22
89565,Heidi Garcia,77,70.02
89566,Judy Rodriguez,66,52.87
89567,Bob Garcia,18,24.27
89568,Frank Smith,42,61.74
89569,Eve Williams,75,94.68
89570,Ivan Miller,20,52.86
89571,Ivan Brown,45,57.6
89572,Ivan Wilson,48,96.13
89573,Bob Garcia,80,1.8
89574,Alice Garcia,35,47.53
89575,Heidi Wilson,42,
89576,Grace Smith,75,42.99
89577,Alice Jones,79,93.18
89578,Judy Rodriguez,26,99.58
89579,Heidi Smith,58,57.77
89580,Charlie Miller,20,4.83
89581,  Grace Williams  ,45,45.15
89582,Eve Johnson,64,30.78
89583,Grace Davis,78,31.15
89584,Alice Garcia,35,90.3
89585,  Judy Miller  ,58,18.29
89586,Diana Miller,35,40.44
89587,Heidi Williams,19,83.14
89588,Alice Wilson,66,66.76
89589,Charlie Davis,77,91.3
89590,Judy Smith,76,1.2
89591,Charlie Williams,55,88.07
89592,Bob Jones,56,
89593,Heidi Wilson,65,77.28
89594,Judy Johnson,23,19.33
89595,  Heidi Rodriguez  ,42,55.4
89596,Grace Brown,60,23.37
89597,  Ivan Jones  ,23,99.08
89598,Alice Rodriguez,38,6.75
89599,Bob Wilson,31,33.57
89600,Heidi Wilson,18,42.46
89601,Diana Brown,44,50.02
89602,Bob Jones,44,74.75
89603,Judy Johnson,50,50.99
89604,Ivan Smith,18,46.53
89605,Heidi Brown,25,92.69
89606,Heidi Johnson,75,47.63
89607,  Bob Smith  ,60,74.66
89608,  Grace Wilson  ,49,91.06
89609,Frank Jones,40,1.73
89610,Charlie Brown,36,
89611,Heidi Johnson,76,8.84
89612,Eve Garcia,64,91.45
89613,Diana Wilson,33,76.25
89614,Alice Rodriguez,77,6.13
89615,Alice Smith,39,57.53
89616,Judy Brown,80,
89617,Eve Johnson,41,78.43
89618,Heidi Johnson,72,10.6
89619,Alice Johnson,58,42.64
89620,Judy Garcia,71,59.12
89621,  Heidi Rodriguez  ,23,84.76
89622,Frank Williams,76,4.26
89623,Alice Davis,67,74.6
89624,Charlie Davis,65,2.54
89625,Ivan Johnson,25,99.41
89626,Grace Johnson,71,4.81
89627,Judy Jones,68,35.98
89628,Alice Rodriguez,74,24.37
89629,Judy Wilson,43,98.53
89630,Frank Jones,37,95.75
89631,Frank Garcia,72,90.04
89632,Frank Davis,31,68.93
89633,Eve Johnson,62,56.23
89634,Grace Smith,21,10.31
89635,Alice Brown,76,76.99
89636,  Frank Johnson  ,51,18.77
89637,Charlie Smith,62,3.46
89638,Grace Johnson,44,4.13
89639,Diana Johnson,39,24.34
89640,Judy Wilson,29,36.16
89641,Ivan Garcia,18,70.54
89642,Heidi Smith,52,3.16
89643,Diana Johnson,61,8.57
89644,Judy Brown,18,8.04
89645,Ivan Miller,67,14.51
89646,Charlie Johnson,47,28.38
89647,Judy Smith,53,16.53
89648,Alice Johnson,65,31.24
89649,Heidi Brown,49,17.97
89650,Charlie Johnson,25,16.49
89651,Heidi Johnson,32,42.81
89652,  Bob Smith  ,30,4.03
89653,Judy Jones,33,94.0
89654,Frank Williams,46,50.1
89655,  Charlie Garcia  ,77,98.7
89656,Alice Rodriguez,72,45.22
89657,Ivan Miller,20,70.87
89658,Heidi Rodriguez,70,80.63
89659,Heidi Smith,28,
89660,Eve Davis,61,27.99
89661,Charlie Johnson,27,1.51
89662,Charlie Rodriguez,30,10.12
89663,Heidi Smith,51,40.22
89664,Ivan Garcia,32,60.26
89665,Charlie Rodriguez,26,
89666,Heidi Williams,48,58.79
89667,Heidi Johnson,26,62.99
89668,Bob Miller,44,73.69
89669,Grace Rodriguez,44,73.44
89670,Ivan Garcia,45,31.21
89671,Diana Jones,41,24.92
89672,Heidi Miller,51,46.57
89673,Judy Jones,31,38.69
89674,Eve Wilson,41,31.33
89675,Grace Wilson,45,75.8
89676,  Bob Wilson  ,60,39.21
89677,Alice Rodriguez,59,23.21
89678,Heidi Brown,66,1.53
89679,Eve Johnson,68,63.18
89680,Frank Miller,33,21.67
89681,Bob Rodriguez,69,11.27
89682,Eve Smith,27,56.72
89683,Grace Davis,45,6.98
89684,  Charlie Brown  ,28,9.38
89685,Eve Garcia,63,14.41
89686,Diana Smith,50,73.08
89687,Heidi Smith,32,15.49
89688,Heidi Miller,73,22.13
89689,Judy Brown,53,18.27
89690,Diana Rodriguez,55,4.32
89691,Ivan Johnson,37,94.56
89692,Heidi Johnson,65,59.69
89693,Eve Williams,64,20.69
89694,Ivan Brown,47,61.83
89695,Charlie Brown,27,84.46
89696,  Diana Davis  ,27,15.87
89697,Charlie Garcia,39,93.49
89698,Heidi Garcia,19,35.26
89699,Grace Garcia,80,94.28
89700,Frank Smith,54,43.71
89701,Bob Jones,73,50.11
89702,Ivan Smith,56,
89703,Heidi Smith,53,18.94
89704,Charlie Wilson,51,70.19
89705,Heidi Miller,40,23.44
89706,Grace Davis,27,1.71
89707,Eve Williams,78,24.0
89708,Diana Jones,65,6.4
89709,Charlie Williams,75,10.73
89710,Charlie Smith,72,61.72
89711,  Heidi Williams  ,41,83.08
89712,Grace Rodriguez,62,46.9
89713,Bob Johnson,22,25.22
89714,Judy Johnson,67,18.56
89715,Eve Davis,26,87.32
89716,Grace Davis,47,79.22
89717,Charlie Jones,76,64.76
89718,Judy Davis,36,58.79
89719,Eve Rodriguez,69,19.1
89720,Eve Rodriguez,35,41.45
89721,Grace Williams,54,12.01
89722,Ivan Jones,30,57.82
89723,Charlie Wilson,59,67.43
89724,Grace Brown,35,88.93
89725,Eve Garcia,48,90.68
89726,Charlie Jones,44,5.8
89727,  Alice Wilson  ,25,9.41
89728,Grace Brown,68,36.97
89729,Judy Williams,25,32.02
89730,Ivan Garcia,44,74.33
89731,Charlie Wilson,26,82.24
89732,Charlie Johnson,76,36.96
89733,Ivan Wilson,44,76.65
89734,Frank Miller,43,15.91
89735,  Eve Miller  ,27,51.32
89736,Frank Miller,42,23.15
89737,Alice Jones,75,42.65
89738,Alice Wilson,77,32.84
89739,Alice Miller,60,95.71
89740,Bob Williams,39,36.78
89741,Bob Davis,27,71.93
89742,Alice Rodriguez,35,5.48
89743,Frank Brown,37,62.19
89744,Diana Miller,22,18.6
89745,Judy Johnson,46,94.96
89746,Frank Smith,26,96.62
89747,Ivan Davis,22,51.41
89748,Heidi Johnson,50,77.26
89749,Ivan Rodriguez,51,46.51
89750,Frank Miller,65,48.2
89751,Frank Smith,72,39.9
89752,Eve Miller,28,57.88
89753,Frank Garcia,78,82.11
89754,Alice Williams,43,81.72
89755,Grace Rodriguez,45,79.94
89756,Judy Davis,48,
89757,Frank Rodriguez,26,67.66
89758,Diana Davis,48,98.5
89759,Bob Jones,39,8.83
89760,Ivan Williams,68,46.4
89761,Bob Miller,56,48.02
89762,Grace Williams,43,2.16
89763,Alice Wilson,37,93.3
89764,Alice Johnson,69,53.17
89765,Alice Smith,60,37.54
89766,Frank Rodriguez,33,35.27
89767,Judy Brown,65,28.61
89768,Ivan Jones,76,5.0
89769,Charlie Brown,33,71.32
89770,Heidi Williams,35,
89771,Eve Miller,48,37.89
89772,Frank Miller,45,29.28
89773,Alice Davis,64,54.72
89774,Alice Williams,75,98.77
89775,Bob Wilson,48,53.21
89776,Frank Davis,49,65.07
89777,Charlie Jones,25,63.2
89778,Heidi Rodriguez,48,35.12
89779,Ivan Miller,46,68.94
89780,Grace Rodriguez,77,22.44
89781,Heidi Davis,67,92.78
89782,Heidi Brown,35,1.03
89783,Diana Brown,38,55.89
89784,Diana Jones,40,97.5
89785,Ivan Jones,42,86.92
89786,Bob Rodriguez,75,88.88
89787,Alice Williams,36,63.8
89788,Judy Garcia,76,52.54
89789,Heidi Williams,27,52.34
89790,Alice Miller,57,83.65
89791,Alice Jones,46,87.78
89792,Judy Brown,59,23.12
89793,Frank Smith,38,87.96
89794,Judy Miller,63,7.55
89795,Judy Garcia,72,25.46
89796,Judy Wilson,27,89.55
89797,Grace Smith,35,34.34
89798,Frank Jones,,72.17
89799,Grace Wilson,67,84.84
89800,Ivan Davis,37,94.76
89801,Bob Smith,30,44.62
89802,  Bob Jones  ,38,39.85
89803,Eve Miller,37,63.51
89804,  Charlie Johnson  ,51,15.4
89805,Ivan Johnson,46,46.41
89806,Eve Wilson,72,12.62
89807,Eve Brown,75,52.69
89808,Diana Rodriguez,59,91.42
89809,Grace Jones,39,98.59
89810,Charlie Garcia,54,56.28
89811,Judy Wilson,61,11.72
89812,Heidi Smith,74,88.83
89813,Frank Davis,19,23.7
89814,Diana Miller,52,50.7
89815,Charlie Miller,79,6.18
89816,Heidi Miller,73,61.89
89817,Eve Jones,71,94.84
89818,Grace Garcia,25,45.78
89819,  Judy Wilson  ,30,86.19
89820,  Eve Williams  ,79,25.27
89821,Ivan Johnson,24,44.34
89822,Alice Davis,68,47.74
89823,Frank Garcia,48,92.96
89824,Eve Johnson,21,27.37
89825,Ivan Johnson,52,60.62
89826,Ivan Williams,37,95.66
89827,Ivan Garcia,54,8.43
89828,Ivan Johnson,71,21.6
89829,Frank Brown,51,22.47
89830,Grace Jones,32,70.76
89831,Judy Davis,79,41.24
89832,Charlie Rodriguez,28,50.45
89833,Diana Brown,72,64.61
89834,Charlie Rodriguez,62,21.7
89835,Frank Wilson,68,64.51
89836,Diana Williams,61,42.94
89837,Charlie Miller,31,90.78
89838,Alice Rodriguez,57,56.33
89839,Frank Wilson,55,14.89
89840,Eve Rodriguez,46,10.94
89841,Eve Miller,45,88.17
89842,Charlie Williams,58,16.2
89843,  Alice Garcia  ,45,73.3
89844,  Ivan Jones  ,25,38.88
89845,Grace Brown,46,
89846,Heidi Johnson,58,
89847,Heidi Smith,52,99.72
89848,Ivan Wilson,63,
89849,Ivan Wilson,26,82.03
89850,Heidi Garcia,58,67.8
89851,Charlie Smith,68,70.99
89852,Heidi Davis,22,64.37
89853,Bob Garcia,48,18.45
89854,Diana Wilson,29,64.38
89855,Bob Miller,80,88.2
89856,Ivan Jones,20,7.34
89857,Judy Jones,28,58.22
89858,Ivan Johnson,73,6.11
89859,Charlie Wilson,67,75.14
89860,Bob Miller,55,64.56
89861,  Grace Smith  ,74,24.43
89862,Ivan Brown,78,82.71
89863,Eve Johnson,19,50.1
89864,Charlie Wilson,53,79.04
89865,Judy Williams,69,59.74
89866,Grace Jones,64,73.23
89867,Diana Garcia,52,79.03
89868,Diana Rodriguez,55,20.26
89869,Ivan Wilson,48,32.62
89870,Ivan Wilson,34,73.39
89871,Charlie Smith,54,87.48
89872,Eve Smith,23,2.08
89873,  Grace Jones  ,77,
89874,Eve Smith,35,5.91
89875,Diana Garcia,55,16.06
89876,Ivan Garcia,33,13.34
89877,Heidi Davis,32,
89878,Frank Johnson,77,82.13
89879,Bob Miller,54,19.73
89880,Charlie Wilson,22,4.01
89881,Alice Brown,79,63.73
89882,Ivan Rodriguez,69,8.42
89883,Ivan Rodriguez,54,83.65
89884,Frank Jones,24,73.64
89885,Heidi Jones,25,56.14
89886,Grace Garcia,23,61.65
89887,Diana Williams,78,80.65
89888,Charlie Wilson,43,3.32
89889,Grace Williams,40,59.83
89890,Grace Wilson,40,
89891,Charlie Smith,75,31.27
89892,Judy Smith,74,97.99
89893,Frank Johnson,41,82.56
89894,Charlie Davis,32,2.24
89895,  Charlie Rodriguez  ,56,70.38
89896,  Heidi Miller  ,20,27.31
89897,Heidi Smith,66,44.37
89898,Eve Williams,72,55.91
89899,Bob Williams,60,19.97
89900,Charlie Wilson,49,86.91
89901,Judy Davis,79,60.28
89902,Ivan Miller,40,92.63
89903,Eve Miller,77,49.05
89904,Judy Garcia,79,66.06
89905,Eve Wilson,40,96.31
89906,Alice Davis,31,22.21
89907,Charlie Jones,52,20.0
89908,Charlie Wilson,46,3.76
89909,Ivan Rodriguez,43,43.42
89910,Heidi Rodriguez,56,52.32
89911,Heidi Smith,66,58.8
89912,Charlie Miller,80,3.44
89913,Heidi Wilson,74,38.29
89914,Heidi Brown,28,74.11
89915,Ivan Johnson,54,26.92
89916,Ivan Johnson,78,36.16
89917,Charlie Brown,36,3.35
89918,Heidi Wilson,51,85.31
89919,Diana Miller,67,46.94
89920,Charlie Rodriguez,19,32.92
89921,Judy Jones,72,99.76
89922,Alice Johnson,57,99.35
89923,Grace Wilson,30,50.38
89924,Charlie Johnson,69,59.58
89925,Bob Smith,31,85.63
89926,Diana Garcia,63,60.12
89927,  Alice Brown  ,78,50.83
89928,Ivan Rodriguez,61,99.45
89929,Ivan Garcia,34,18.6
89930,Judy Johnson,73,
89931,Judy Williams,65,7.16
89932,Heidi Garcia,48,54.85
89933,Heidi Garcia,28,68.72
89934,Ivan Jones,23,74.5
89935,Frank Brown,71,6.5
89936,Grace Jones,49,23.0
89937,Grace Miller,71,36.72
89938,Judy Williams,29,37.76
89939,Eve Garcia,77,15.8
89940,Alice Garcia,60,91.32
89941,  Grace Rodriguez  ,20,21.32
89942,Alice Davis,38,60.32
89943,Diana Williams,67,75.94
89944,Ivan Johnson,24,66.64
89945,Heidi Davis,28,96.42
89946,Diana Garcia,20,90.94
89947,Diana Jones,40,16.58
89948,Grace Smith,42,79.66
89949,Bob Davis,29,75.82
89950,Judy Rodriguez,34,41.3
89951,Ivan Rodriguez,45,80.67
89952,Heidi Rodriguez,50,47.98
89953,Bob Jones,45,64.92
89954,Ivan Miller,31,26.95
89955,Eve Miller,56,12.59
89956,  Bob Brown  ,77,50.92
89957,Grace Smith,78,98.73
89958,Grace Brown,42,62.13
89959,Alice Brown,54,57.57
89960,Frank Jones,60,36.4
89961,Diana Smith,60,22.24
89962,Charlie Wilson,28,
89963,Eve Jones,66,84.46
89964,Ivan Miller,35,49.04
89965,Diana Garcia,69,3.92
89966,Ivan Davis,34,46.8
89967,Ivan Johnson,36,29.62
89968,Ivan Garcia,,33.57
89969,Judy Davis,25,37.46
89970,Charlie Johnson,62,49.69
89971,Alice Garcia,59,
89972,Diana Johnson,76,13.38
89973,Ivan Brown,25,58.83
89974,Ivan Davis,25,88.12
89975,Eve Jones,21,76.59
89976,Heidi Johnson,48,73.95
89977,Judy Jones,29,52.4
89978,Ivan Miller,48,73.29
89979,Heidi Brown,23,
89980,Frank Johnson,74,
89981,Ivan Williams,35,87.5
89982,Bob Rodriguez,78,62.85
89983,Eve Wilson,30,92.57
89984,  Charlie Miller  ,53,6.67
89985,Judy Miller,74,0.32
89986,Bob Davis,61,42.09
89987,Diana Brown,45,74.68
89988,Grace Brown,52,80.05
89989,  Diana Wilson  ,62,2.73
89990,Alice Smith,29,
89991,Judy Davis,31,71.43
89992,  Alice Rodriguez  ,20,97.94
89993,Frank Rodriguez,32,4.53
89994,  Heidi Wilson  ,52,64.31
89995,Eve Smith,74,34.48
89996,Ivan Williams,46,11.49
89997,  Alice Johnson  ,50,36.58
89998,Frank Williams,28,24.6
89999,Diana Garcia,28,
90000,Charlie Rodriguez,23,27.12
90001,Ivan Smith,66,89.54
90002,Bob Smith,64,45.91
90003,Frank Johnson,19,56.46
90004,Alice Jones,79,42.83
90005,Ivan Rodriguez,22,92.99
90006,Heidi Davis,60,14.9
90007,Eve Jones,23,15.66
90008,Diana Smith,79,12.98
90009,Bob Williams,46,45.76
90010,Bob Brown,62,31.97
90011,Heidi Jones,42,61.88
90012,Judy Jones,23,22.26
90013,  Judy Garcia  ,64,76.38
90014,Ivan Davis,51,66.8
90015,Frank Davis,77,48.56
90016,Bob Brown,39,51.6
90017,Ivan Jones,48,70.34
90018,Alice Jones,42,6.18
90019,Judy Brown,59,64.88
90020,  Grace Wilson  ,53,72.79
90021,Eve Johnson,25,68.18
90022,Ivan Smith,30,84.53
90023,Grace Smith,34,15.84
90024,Diana Johnson,76,57.73
90025,Heidi Smith,47,53.45
90026,Frank Smith,19,30.22
90027,Frank Brown,63,68.68
90028,Frank Davis,,
90029,Diana Garcia,42,88.13
90030,Alice Williams,71,8.48
90031,Alice Wilson,33,80.66
90032,Eve Jones,50,14.97
90033,Alice Wilson,64,23.32
90034,Charlie Johnson,33,28.29
90035,Frank Jones,30,24.43
90036,  Ivan Wilson  ,49,77.92
90037,Diana Miller,36,23.74
90038,Charlie Miller,80,72.74
90039,  Alice Miller  ,56,4.84
90040,Grace Jones,41,95.95
90041,Judy Wilson,30,64.66
90042,Alice Rodriguez,57,97.54
90043,Eve Johnson,18,59.08
90044,Diana Williams,59,3.27
90045,Diana Johnson,43,50.15
90046,  Bob Wilson  ,47,21.28
90047,Bob Johnson,40,24.5
90048,Ivan Williams,78,69.03
90049,Eve Jones,,68.68
90050,Frank Johnson,75,43.21
90051,Charlie Williams,64,72.2
90052,Diana Jones,70,11.51
90053,Heidi Miller,26,43.15
90054,Charlie Davis,67,19.35
90055,  Alice Davis  ,19,50.31
90056,Diana Johnson,71,52.75
90057,Ivan Rodriguez,53,78.8
90058,Bob Wilson,66,1.53
90059,Heidi Davis,71,
90060,Judy Rodriguez,46,52.45
90061,Grace Smith,45,85.05
90062,  Frank Miller  ,64,15.33
90063,Heidi Davis,43,12.93
90064,Alice Garcia,21,55.39
90065,Ivan Brown,74,73.07
90066,Alice Rodriguez,21,86.74
90067,  Eve Johnson  ,25,71.41
90068,Ivan Brown,20,86.24
90069,Ivan Williams,68,45.61
90070,Frank Williams,44,17.96
90071,Alice Jones,58,89.67
90072,Diana Davis,26,29.64
90073,Diana Garcia,52,24.73
90074,Judy Williams,30,42.32
90075,Grace Brown,44,36.63
90076,Heidi Miller,47,54.38
90077,Diana Johnson,58,94.22
90078,Frank Davis,53,44.41
90079,Eve Rodriguez,27,28.09
90080,Charlie Wilson,38,95.99
90081,Ivan Davis,74,90.51
90082,Charlie Brown,58,21.57
90083,Judy Garcia,22,75.71
90084,Heidi Smith,34,64.63
90085,Charlie Smith,52,59.44
90086,Frank Davis,37,22.99
90087,Bob Smith,38,83.87
90088,Bob Davis,78,61.94
90089,Grace Davis,80,34.71
90090,Heidi Davis,49,5.43
90091,  Grace Brown  ,66,4.21
90092,Charlie Wilson,57,3.75
90093,Diana Davis,,8.44
90094,Heidi Davis,37,1.16
90095,Bob Johnson,66,19.23
90096,Heidi Rodriguez,59,24.95
90097,Bob Smith,78,24.55
90098,Eve Davis,34,33.71
90099,Judy Miller,79,67.39
90100,Alice Garcia,74,70.27
90101,Alice Miller,60,64.83
90102,Grace Johnson,69,80.57
90103,Judy Smith,53,65.15
90104,Eve Johnson,18,87.96
90105,Judy Williams,57,65.01
90106,Eve Garcia,75,44.06
90107,Heidi Johnson,74,21.31
90108,Frank Johnson,31,71.9
90109,Bob Garcia,43,94.38
90110,Charlie Davis,37,57.38
90111,  Grace Jones  ,68,
90112,Heidi Rodriguez,25,84.88
90113,Heidi Wilson,70,20.33
90114,Grace Williams,46,54.55
90115,Ivan Miller,80,0.89
90116,Charlie Rodriguez,47,56.86
90117,Frank Jones,33,19.53
90118,Alice Rodriguez,47,94.77
90119,  Heidi Jones  ,20,50.11
90120,Charlie Miller,55,58.0
90121,Bob Jones,75,19.66
90122,Grace Johnson,76,46.15
90123,Alice Brown,28,63.38
90124,Frank Smith,38,5.56
90125,Charlie Johnson,23,28.75
90126,Ivan Brown,61,64.78
90127,Frank Williams,23,50.92
90128,Frank Wilson,,17.03
90129,Grace Wilson,22,81.1
90130,Frank Garcia,76,
90131,Alice Williams,21,84.37
90132,Ivan Wilson,32,26.1
90133,Eve Johnson,,48.57
90134,Charlie Garcia,63,17.98
90135,Frank Johnson,80,70.72
90136,Diana Johnson,79,41.55
90137,Charlie Johnson,35,
90138,Bob Wilson,50,10.87
90139,Eve Rodriguez,45,73.43
90140,Frank Brown,29,39.89
90141,Ivan Davis,43,78.33
90142,Diana Garcia,37,70.57
90143,Frank Smith,38,
90144,Heidi Garcia,19,63.02
90145,Frank Davis,,43.14
90146,Charlie Brown,73,43.28
90147,Grace Jones,48,95.71
90148,Grace Jones,53,82.22
90149,Frank Wilson,29,37.39
90150,Charlie Miller,26,91.63
90151,Charlie Smith,38,65.27
90152,Diana Garcia,77,25.24
90153,Grace Davis,68,64.64
90154,Bob Wilson,64,10.69
90155,Eve Rodriguez,66,46.85
90156,Diana Davis,40,75.21
90157,Bob Rodriguez,70,51.07
90158,Frank Smith,69,88.41
90159,Bob Williams,75,73.99
90160,Grace Brown,63,46.0
90161,Eve Miller,59,6.69
90162,Ivan Johnson,78,57.5
90163,Frank Miller,68,89.89
90164,Frank Johnson,41,71.82
90165,Heidi Garcia,34,31.29
90166,Bob Brown,26,
90167,Charlie Jones,71,45.54
90168,Charlie Smith,43,45.57
90169,Charlie Wilson,72,25.62
90170,Charlie Rodriguez,41,74.28
90171,Diana Jones,71,4.96
90172,Heidi Smith,28,70.11
90173,Charlie Rodriguez,75,19.26
90174,  Charlie Miller  ,31,16.7
90175,Heidi Smith,42,85.96
90176,Alice Jones,80,80.0
90177,Charlie Garcia,54,57.14
90178,Bob Johnson,46,58.1
90179,Ivan Garcia,,34.97
90180,  Frank Wilson  ,66,72.81
90181,Heidi Brown,55,66.17
90182,Bob Brown,63,
90183,Judy Garcia,77,1.23
90184,  Diana Garcia  ,73,43.68
90185,Diana Miller,79,29.0
90186,Diana Smith,62,74.57
90187,Frank Davis,33,30.55
90188,Diana Davis,77,14.85
90189,  Heidi Rodriguez  ,76,87.88
90190,Diana Rodriguez,52,42.3
90191,Diana Miller,42,18.11
90192,Ivan Wilson,49,42.33
90193,Charlie Wilson,67,19.43
90194,Grace Davis,48,75.96
90195,Heidi Davis,50,52.1
90196,Frank Brown,77,29.32
90197,  Grace Brown  ,69,65.14
90198,Bob Johnson,79,73.43
90199,Ivan Miller,75,35.91
90200,Charlie Jones,75,8.16
90201,Judy Brown,44,0.85
90202,  Bob Smith  ,37,61.86
90203,Diana Johnson,80,32.28
90204,Frank Brown,25,40.91
90205,Eve Smith,74,50.76
90206,Ivan Miller,28,62.01
90207,Charlie Wilson,72,59.43
90208,Charlie Wilson,72,8.35
90209,  Grace Garcia  ,54,17.17
90210,Diana Wilson,31,51.46
90211,Charlie Miller,76,72.82
90212,Ivan Miller,69,89.5
90213,Grace Brown,34,31.9
90214,Alice Rodriguez,46,0.38
90215,Charlie Garcia,60,
90216,Ivan Williams,75,35.29
90217,Frank Jones,57,0.75
90218,Heidi Miller,69,29.41
90219,Bob Miller,22,48.5
90220,Ivan Wilson,80,66.57
90221,  Frank Jones  ,50,55.81
90222,Ivan Rodriguez,63,44.96
90223,Bob Jones,69,82.9
90224,Diana Brown,48,
90225,Judy Miller,75,1.19
90226,Ivan Wilson,68,42.53
90227,Diana Johnson,31,43.9
90228,Charlie Johnson,72,49.27
90229,Eve Smith,24,80.79
90230,Alice Smith,54,1.29
90231,Diana Garcia,76,
90232,Heidi Rodriguez,80,80.41
90233,Eve Jones,68,53.48
90234,  Judy Williams  ,42,71.77
90235,Ivan Johnson,53,0.96
90236,Alice Davis,27,18.1
90237,Diana Jones,48,41.94
90238,Grace Wilson,71,44.17
90239,Alice Johnson,42,82.7
90240,Grace Brown,67,26.38
90241,Frank Smith,38,17.26
90242,Heidi Brown,19,31.22
90243,Charlie Williams,61,44.7
90244,Diana Miller,22,36.64
90245,Grace Rodriguez,35,81.45
90246,Diana Jones,60,62.84
90247,Ivan Wilson,33,57.82
90248,Grace Williams,60,11.03
90249,Charlie Brown,62,24.41
90250,Charlie Jones,70,98.05
90251,Judy Williams,,17.91
90252,Grace Brown,60,82.53
90253,Bob Johnson,18,48.32
90254,Alice Miller,24,12.74
90255,Alice Jones,34,93.69
90256,Bob Rodriguez,73,20.81
90257,Diana Rodriguez,70,32.12
90258,Frank Miller,30,55.82
90259,Eve Jones,80,89.15
90260,Charlie Garcia,74,23.98
90261,Heidi Jones,66,18.38
90262,Ivan Rodriguez,51,57.8
90263,  Frank Williams  ,65,90.6
90264,Alice Williams,44,59.88
90265,Charlie Miller,76,67.1
90266,Eve Garcia,39,84.73
90267,Eve Wilson,41,36.59
90268,  Bob Rodriguez  ,38,26.32
90269,Bob Williams,38,
90270,Ivan Williams,78,15.46
90271,Eve Davis,72,28.33
90272,Judy Smith,64,99.94
90273,Judy Johnson,35,36.17
90274,Charlie Miller,,2.34
90275,  Alice Garcia  ,72,97.21
90276,Heidi Davis,40,17.52
90277,Ivan Wilson,35,30.77
90278,Heidi Davis,44,91.71
90279,Alice Miller,78,97.28
90280,Bob Jones,,97.25
90281,  Frank Jones  ,20,85.47
90282,Eve Wilson,22,72.23
90283,Heidi Miller,24,22.03
90284,Diana Davis,58,29.55
90285,Diana Garcia,56,49.24
