name,value,category,date
Grace Johnson,214.29,B,2025-06-03
Charlie Garcia,23.73,A,2023-04-14
Grace Wilson,187.46,D,2021-04-27
Frank Miller,947.39,B,2020-10-21
Judy Wilson,744.76,B,2022-01-19
Bob Garcia,381.04,D,2026-12-31
Frank Smith,221.06,B,2025-05-25
Frank Smith,486.85,D,2026-05-31
Judy Brown,736.32,C,2025-07-22
Diana Rodriguez,123.07,C,2026-09-23
Alice Davis,117.97,C,2024-05-30
Frank Miller,580.53,B,2021-03-03
Judy Garcia,542.47,C,2023-10-25
Alice Rodriguez,596.4,D,2021-09-22
Grace Davis,131.98,D,2026-09-11
Ivan Wilson,972.92,C,2023-04-02
Grace Davis,442.06,D,2021-05-14
Bob Johnson,684.86,C,2024-11-05
Eve Rodriguez,742.9,A,2020-05-29
Alice Wilson,938.04,D,2022-08-26
Bob Miller,382.93,A,2021-11-12
Grace Miller,55.85,D,2022-02-20
Heidi Wilson,427.25,D,2026-04-02
Judy Rodriguez,960.17,A,2021-12-12
Frank Wilson,879.16,A,2026-11-19
Grace Miller,590.14,C,2021-01-10
Judy Williams,514.24,B,2024-01-11
Grace Miller,707.18,D,2021-05-12
Frank Garcia,256.45,A,2022-08-21
Diana Jones,397.29,A,2023-01-08
Alice Brown,165.42,D,2021-01-01
Diana Davis,369.27,C,2022-08-27
Diana Garcia,976.26,A,2021-09-20
Charlie Miller,976.6,B,2026-12-20
Alice Jones,735.89,A,2022-11-10
Ivan Jones,235.5,C,2026-08-10
Heidi Smith,896.86,B,2020-11-02
Judy Davis,26.36,A,2022-05-18
Charlie Davis,866.21,D,2021-04-21
Ivan Williams,45.04,B,2022-09-30
Eve Jones,1.48,B,2025-08-27
Heidi Davis,364.25,D,2020-12-04
Diana Davis,581.67,B,2021-01-30
Judy Johnson,184.79,B,2021-09-08
Alice Jones,923.99,A,2026-06-05
Ivan Rodriguez,206.41,B,2020-10-06
Judy Johnson,799.83,D,2022-07-14
Grace Jones,401.14,A,2021-10-13
Judy Brown,840.53,A,2022-05-22
Diana Johnson,387.96,A,2020-07-05
Heidi Smith,919.0,C,2023-10-03
Bob Brown,27.6,B,2020-03-17
Diana Smith,665.58,D,2025-05-16
Judy Wilson,912.69,A,2025-09-22
Alice Johnson,192.11,D,2025-05-03
Grace Davis,183.88,A,2024-12-11
Bob Smith,968.74,C,2025-07-08
Ivan Williams,646.27,D,2026-09-18
Alice Rodriguez,705.94,D,2020-06-15
Bob Davis,723.64,B,2021-07-21
Frank Garcia,674.48,D,2023-12-07
Judy Smith,913.38,D,2023-12-27
Ivan Smith,754.66,C,2020-02-12
Heidi Johnson,358.8,A,2021-11-21
Alice Davis,19.39,A,2023-05-01
Judy Brown,41.22,A,2020-09-25
Diana Davis,502.13,B,2022-06-04
Ivan Johnson,521.55,B,2021-06-09
Frank Johnson,909.39,D,2025-08-01
Grace Jones,310.38,C,2022-08-28
Frank Wilson,901.56,D,2026-11-09
Grace Jones,982.01,A,2026-05-22
Eve Garcia,954.2,D,2021-07-20
Heidi Wilson,285.19,C,2021-06-27
Judy Smith,330.0,B,2023-07-04
Ivan Miller,765.13,D,2020-08-03
Judy Rodriguez,307.34,B,2025-10-20
Judy Johnson,747.72,C,2022-11-17
Judy Smith,167.88,A,2025-11-20
Heidi Williams,371.29,A,2020-11-18
Judy Williams,665.58,A,2025-08-31
Diana Miller,994.49,C,2024-12-28
Eve Smith,142.17,C,2026-01-17
Judy Miller,75.6,B,2022-09-15
Judy Brown,650.91,A,2024-07-07
Charlie Brown,694.74,B,2022-04-26
Eve Miller,488.06,D,2021-03-24
Eve Rodriguez,933.48,B,2026-09-25
Bob Davis,531.12,D,2025-11-17
Alice Garcia,121.46,D,2020-01-09
Judy Wilson,96.48,D,2022-04-13
Heidi Miller,339.62,A,2025-09-27
Alice Wilson,535.4,A,2022-07-22
Heidi Smith,393.58,B,2025-11-11
Alice Davis,465.73,D,2022-12-18
Alice Miller,418.23,B,2021-03-01
Alice Wilson,599.27,A,2026-08-10
Bob Garcia,198.14,B,2024-09-09
Charlie Garcia,39.5,B,2021-02-20
Alice Wilson,451.95,D,2025-04-08
Alice Davis,300.85,B,2026-12-26
Heidi Garcia,223.95,A,2026-09-25
Alice Brown,381.69,A,2026-10-14
Ivan Miller,284.99,D,2022-09-05
Eve Miller,979.54,C,2024-05-18
Diana Rodriguez,581.61,A,2020-09-09
Eve Miller,530.38,C,2020-11-11
Judy Brown,245.72,C,2021-03-30
Bob Garcia,628.26,C,2026-06-27
Eve Johnson,927.24,A,2026-05-14
Grace Davis,996.99,D,2026-09-07
Charlie Smith,44.56,D,2022-09-30
Frank Brown,389.28,D,2023-08-13
Grace Davis,461.19,D,2023-01-31
Eve Miller,763.96,A,2021-07-29
Ivan Rodriguez,50.51,D,2021-07-29
Bob Brown,309.46,C,2025-12-10
Alice Williams,28.37,A,2023-10-04
Bob Miller,151.0,B,2020-04-01
Ivan Williams,979.45,B,2022-01-19
Diana Rodriguez,787.38,A,2024-04-20
Ivan Smith,137.03,C,2026-06-26
Alice Miller,56.39,A,2024-07-06
Grace Brown,155.73,A,2022-05-24
Grace Smith,414.48,D,2021-04-20
Grace Brown,792.55,D,2020-05-09
Eve Smith,893.75,B,2022-04-07
Grace Williams,839.76,A,2022-09-26
Judy Rodriguez,745.32,C,2022-10-19
Heidi Davis,590.59,C,2021-11-18
Charlie Rodriguez,222.42,C,2026-12-18
Eve Wilson,215.4,A,2021-10-18
Frank Davis,705.96,B,2026-06-19
Eve Jones,761.31,B,2025-08-21
Bob Smith,844.54,B,2022-12-28
Heidi Miller,226.51,A,2020-02-05
Eve Miller,767.08,C,2020-11-21
Heidi Johnson,115.13,D,2020-04-17
Judy Smith,448.46,D,2022-12-02
Grace Johnson,694.57,A,2023-05-17
Grace Smith,7.44,C,2021-04-26
Judy Williams,684.75,D,2025-04-05
Charlie Johnson,444.18,C,2026-07-30
Diana Rodriguez,758.92,B,2021-03-07
Judy Brown,648.41,A,2026-05-05
Heidi Jones,432.51,D,2025-06-29
Grace Smith,717.91,D,2021-01-16
Charlie Smith,118.25,A,2020-08-23
Grace Brown,577.88,B,2021-05-07
Frank Wilson,152.35,A,2022-12-17
Charlie Garcia,316.37,A,2021-05-30
Bob Brown,336.58,A,2026-12-13
Eve Garcia,362.7,C,2023-07-12
Charlie Rodriguez,569.77,D,2023-08-07
Ivan Smith,426.42,C,2025-02-06
Eve Rodriguez,167.68,A,2021-04-26
Heidi Williams,922.05,A,2021-01-07
Grace Rodriguez,414.59,C,2023-04-26
Ivan Rodriguez,774.66,B,2021-10-03
Heidi Wilson,783.8,A,2024-12-13
Heidi Smith,128.8,D,2021-09-22
Eve Johnson,455.54,D,2020-08-19
Heidi Brown,819.11,D,2022-09-28
Grace Smith,166.11,C,2024-09-14
Judy Miller,80.64,D,2024-02-21
Judy Rodriguez,119.67,B,2024-11-23
Grace Rodriguez,915.78,B,2021-08-25
Ivan Johnson,93.95,C,2024-03-11
Frank Smith,861.5,D,2026-09-21
Heidi Davis,617.13,A,2025-11-26
Diana Williams,646.54,D,2022-02-20
Frank Williams,816.31,A,2025-01-17
Frank Rodriguez,744.29,A,2020-11-06
Charlie Miller,6.06,A,2024-07-09
Frank Rodriguez,948.34,D,2026-11-06
Grace Williams,489.88,B,2025-04-15
Judy Brown,918.22,C,2025-04-02
Ivan Wilson,424.94,B,2025-10-01
Ivan Johnson,446.03,D,2022-04-18
Frank Wilson,525.66,A,2023-03-19
Eve Jones,538.39,C,2026-03-10
Alice Miller,826.96,A,2022-07-28
Diana Smith,267.37,A,2026-09-23
Bob Jones,25.74,A,2026-08-19
Charlie Davis,380.51,A,2021-01-30
Charlie Jones,111.18,C,2023-11-07
Grace Williams,514.62,C,2025-11-24
Eve Davis,901.07,D,2020-04-24
Grace Williams,418.69,D,2024-01-11
Grace Garcia,914.09,D,2025-09-09
Charlie Garcia,774.95,A,2022-01-10
Heidi Wilson,954.54,B,2021-06-05
Frank Rodriguez,968.69,C,2025-02-26
Grace Garcia,203.76,B,2025-10-24
Bob Smith,704.59,C,2020-12-27
Frank Williams,469.36,A,2023-06-27
Grace Garcia,45.53,A,2022-03-10
Grace Garcia,742.25,D,2023-11-04
Alice Wilson,137.6,A,2025-09-28
Diana Johnson,168.81,A,2021-05-15
Diana Rodriguez,853.2,D,2023-03-29
Heidi Johnson,754.88,A,2022-05-23
Heidi Brown,815.77,A,2026-12-20
Diana Jones,82.27,D,2023-05-17
Bob Davis,200.13,D,2022-10-23
Grace Rodriguez,278.45,C,2025-05-26
Bob Smith,551.4,B,2025-04-29
Frank Smith,126.91,D,2023-06-16
Alice Rodriguez,6.71,D,2022-05-05
Ivan Brown,300.24,C,2023-02-20
Frank Jones,462.38,D,2020-11-09
Ivan Williams,256.49,C,2026-06-30
Charlie Smith,362.44,D,2026-11-19
Charlie Smith,949.59,C,2020-12-21
Charlie Brown,529.9,D,2023-09-12
Charlie Williams,934.09,B,2020-07-13
Frank Johnson,333.57,A,2024-11-25
Ivan Johnson,969.78,B,2023-10-21
Charlie Miller,785.75,D,2020-04-11
Judy Jones,53.22,C,2024-11-11
Alice Jones,814.4,D,2026-04-03
Bob Jones,686.42,C,2025-02-06
Eve Davis,696.56,B,2022-12-11
Heidi Jones,842.03,A,2024-10-28
Frank Williams,457.0,C,2022-09-12
Diana Johnson,751.14,A,2020-01-26
Diana Davis,707.66,C,2026-04-30
Judy Davis,50.53,C,2023-01-13
Alice Williams,343.61,D,2021-10-21
Frank Garcia,481.88,A,2026-02-12
Grace Williams,586.4,A,2021-04-04
Frank Garcia,70.72,C,2026-12-26
Bob Rodriguez,224.84,D,2022-11-04
Frank Wilson,2.1,D,2025-11-23
Diana Miller,517.04,B,2024-12-09
Grace Jones,8.64,D,2026-10-11
Heidi Miller,362.27,A,2021-12-31
Alice Garcia,713.65,C,2023-09-24
Diana Johnson,624.42,B,2025-02-08
Eve Johnson,836.34,A,2025-09-25
Frank Williams,897.17,B,2022-09-15
Eve Jones,335.41,C,2022-07-20
Grace Miller,550.65,B,2021-11-21
Heidi Williams,759.13,D,2023-11-05
Heidi Davis,569.42,D,2020-11-07
Alice Miller,296.29,A,2020-12-03
Alice Jones,751.98,B,2021-01-02
Frank Garcia,923.96,B,2024-05-24
Heidi Williams,892.95,D,2022-07-02
Heidi Smith,340.44,C,2024-10-31
Diana Jones,81.95,A,2026-04-26
Charlie Brown,995.06,D,2022-11-04
Bob Johnson,237.04,D,2020-10-22
Alice Jones,512.51,B,2021-02-03
Bob Jones,419.9,A,2022-07-23
Diana Jones,919.28,A,2020-05-13
Heidi Miller,843.09,B,2020-04-01
Heidi Smith,395.7,C,2024-06-18
Alice Miller,933.76,C,2021-03-15
Charlie Smith,691.06,A,2020-07-24
Charlie Wilson,92.5,C,2020-12-11
Judy Wilson,495.58,A,2023-07-09
Alice Rodriguez,132.08,D,2026-10-28
Ivan Smith,711.01,C,2024-04-29
Bob Williams,425.02,D,2022-02-17
Grace Johnson,839.95,A,2024-04-11
Bob Jones,303.33,B,2021-02-22
Alice Rodriguez,459.78,C,2021-04-26
Grace Wilson,977.6,B,2025-01-07
Bob Wilson,950.36,D,2026-09-23
Frank Wilson,27.45,B,2025-01-01
Frank Rodriguez,311.01,D,2024-10-31
Alice Davis,752.27,A,2022-11-25
Eve Garcia,319.31,C,2021-02-03
Judy Davis,605.64,B,2022-12-31
Grace Wilson,392.45,B,2020-01-14
Grace Smith,930.61,C,2026-05-28
Heidi Garcia,890.61,A,2026-05-15
Heidi Smith,605.26,A,2024-11-04
Frank Smith,181.33,D,2022-12-11
Alice Davis,780.61,D,2025-04-19
Heidi Smith,547.68,A,2021-12-24
Alice Rodriguez,942.9,C,2020-08-05
Alice Rodriguez,598.16,A,2025-12-14
Frank Smith,240.84,D,2023-02-13
Diana Brown,539.95,B,2024-12-02
Frank Brown,192.56,D,2020-10-30
Charlie Miller,795.48,C,2026-06-04
Alice Smith,65.72,B,2020-02-23
Heidi Smith,650.5,D,2023-05-18
Alice Williams,829.19,A,2025-05-04
Ivan Wilson,314.93,C,2026-05-25
Bob Jones,116.71,D,2020-02-27
Ivan Williams,222.59,C,2024-08-05
Grace Wilson,776.93,D,2026-01-05
Ivan Miller,845.13,D,2022-05-23
Frank Garcia,375.39,B,2020-09-10
Bob Johnson,520.17,C,2024-06-26
Judy Wilson,19.31,C,2024-10-24
Heidi Davis,144.42,D,2020-02-20
Grace Garcia,938.11,B,2021-03-22
Alice Smith,285.28,C,2020-09-08
Bob Davis,316.77,D,2023-01-01
Ivan Rodriguez,829.33,C,2026-06-19
Diana Jones,352.31,D,2021-02-12
Eve Smith,89.11,B,2020-12-04
Judy Johnson,947.93,A,2023-03-02
Charlie Garcia,526.94,A,2026-08-27
Alice Williams,937.78,C,2026-04-26
Ivan Wilson,816.2,C,2024-04-02
Ivan Johnson,785.0,A,2022-06-28
Heidi Garcia,394.38,C,2021-04-25
Grace Johnson,993.02,B,2026-02-14
Charlie Rodriguez,549.4,D,2021-08-04
Alice Miller,124.04,C,2023-12-07
Judy Williams,588.54,C,2026-06-27
Charlie Jones,495.62,C,2024-04-04
Alice Rodriguez,885.78,A,2023-09-14
Eve Williams,804.69,A,2026-01-21
Bob Davis,562.15,B,2026-07-16
Eve Garcia,322.06,B,2021-08-23
Eve Brown,428.73,B,2020-03-27
Heidi Davis,211.87,A,2021-01-11
Frank Jones,251.69,A,2020-12-21
Alice Davis,88.68,B,2020-11-28
Grace Wilson,713.14,D,2025-08-20
Ivan Davis,412.89,C,2025-12-20
Ivan Jones,497.9,D,2024-03-08
Alice Rodriguez,518.98,A,2020-06-17
Frank Davis,358.06,A,2025-06-27
Alice Garcia,238.24,B,2022-10-16
Alice Davis,612.22,D,2023-02-20
Eve Miller,600.86,A,2023-04-03
Diana Brown,421.66,B,2022-08-11
Diana Miller,11.06,B,2020-01-03
Ivan Rodriguez,644.37,D,2025-06-09
Ivan Brown,501.82,A,2020-07-15
Heidi Wilson,794.41,B,2023-01-11
Frank Miller,0.77,B,2021-11-12
Bob Wilson,190.93,A,2024-10-04
Grace Brown,606.16,A,2025-07-24
Bob Brown,851.9,D,2026-05-26
Charlie Johnson,203.38,A,2024-06-12
Frank Smith,813.78,B,2021-09-27
Eve Davis,977.79,D,2022-05-17
Heidi Rodriguez,843.8,D,2025-10-27
Frank Davis,534.77,A,2022-10-10
Eve Rodriguez,746.1,A,2025-01-17
Charlie Davis,740.54,D,2025-02-01
Judy Miller,100.63,C,2025-03-19
Diana Jones,844.37,A,2023-02-05
Ivan Rodriguez,876.09,B,2020-07-31
Alice Davis,435.51,D,2024-05-02
Heidi Smith,806.35,C,2024-04-10
Eve Smith,705.41,A,2021-10-25
Charlie Jones,385.3,A,2021-09-30
Diana Rodriguez,283.19,D,2020-02-26
Charlie Jones,544.35,B,2021-12-30
Bob Wilson,426.96,C,2025-08-20
Eve Smith,872.85,B,2022-09-24
Charlie Brown,86.29,B,2023-01-16
Eve Rodriguez,343.65,A,2025-07-25
Grace Rodriguez,517.3,D,2022-02-11
Diana Davis,268.66,C,2024-08-06
Eve Williams,448.65,B,2020-05-25
Diana Johnson,171.72,C,2020-02-03
Alice Rodriguez,760.21,A,2026-09-13
Heidi Garcia,254.79,C,2023-08-05
Judy Johnson,8.4,A,2024-04-26
Grace Garcia,935.34,C,2023-08-25
Grace Rodriguez,345.18,C,2021-05-18
Charlie Brown,814.29,D,2020-07-23
Heidi Wilson,250.99,A,2026-08-17
Charlie Brown,700.03,D,2025-04-18
Grace Wilson,576.74,D,2021-01-03
Ivan Jones,37.52,B,2024-06-27
Judy Jones,186.63,B,2023-09-07
Eve Johnson,832.49,D,2020-03-16
Ivan Davis,680.21,D,2024-02-12
Ivan Rodriguez,552.66,A,2022-06-24
Frank Jones,453.42,D,2024-01-24
Judy Jones,76.27,D,2026-11-12
Charlie Miller,380.82,B,2020-12-28
Grace Garcia,663.51,A,2025-06-29
Heidi Wilson,511.08,B,2025-02-03
Judy Brown,507.99,B,2020-06-28
Diana Garcia,49.31,A,2024-03-02
Grace Wilson,193.36,A,2020-07-27
Bob Jones,842.33,A,2024-11-23
Ivan Garcia,713.99,B,2025-03-23
Eve Rodriguez,926.65,D,2022-04-06
Charlie Davis,768.04,D,2026-10-30
Charlie Brown,172.21,B,2022-12-15
Heidi Garcia,230.07,A,2020-02-17
Bob Wilson,83.76,D,2022-02-24
Eve Rodriguez,556.61,D,2026-06-25
Alice Smith,855.06,D,2022-11-23
Alice Rodriguez,337.35,C,2024-06-02
Ivan Davis,182.04,C,2024-05-08
Judy Jones,706.86,D,2020-03-19
Bob Williams,899.71,D,2023-06-03
Eve Johnson,17.45,D,2025-01-25
Diana Wilson,523.0,D,2022-05-24
Ivan Wilson,486.77,B,2024-11-23
Eve Miller,948.34,D,2021-09-29
Heidi Davis,854.79,B,2023-05-21
Charlie Brown,717.29,B,2024-02-29
Judy Garcia,14.87,A,2022-12-15
Alice Davis,831.09,D,2022-10-15
Bob Brown,962.29,A,2021-05-18
Heidi Williams,884.0,B,2026-10-10
Charlie Wilson,290.79,A,2024-01-13
Ivan Brown,200.73,B,2020-07-24
Charlie Brown,661.66,A,2026-11-06
Ivan Brown,842.67,D,2022-04-17
Alice Brown,297.62,B,2023-01-19
Grace Johnson,318.88,C,2022-12-28
Frank Davis,589.26,C,2024-02-11
Bob Jones,697.34,B,2020-11-22
Ivan Brown,824.75,D,2025-06-23
Heidi Johnson,78.94,C,2024-09-30
Grace Garcia,123.51,B,2026-08-31
Eve Miller,159.83,A,2021-08-17
Ivan Rodriguez,131.03,B,2020-04-21
Charlie Davis,362.65,B,2020-04-24
Grace Jones,454.78,A,2025-07-23
Judy Garcia,595.87,B,2021-02-04
Grace Williams,784.57,C,2020-09-09
Heidi Jones,231.24,B,2022-10-08
Judy Brown,421.79,B,2021-12-11
Alice Johnson,753.49,B,2022-06-02
Bob Wilson,312.88,B,2023-01-16
Grace Garcia,784.91,B,2023-02-27
Heidi Rodriguez,464.73,A,2020-12-25
Ivan Johnson,490.69,B,2026-10-28
Diana Smith,869.63,D,2026-03-02
Eve Brown,357.48,A,2023-04-11
Ivan Miller,990.27,B,2022-08-04
Ivan Miller,481.97,D,2024-07-24
Ivan Brown,729.15,D,2025-08-06
Heidi Johnson,639.77,D,2021-10-25
Bob Jones,660.3,C,2022-11-11
Frank Wilson,15.48,A,2022-07-07
Heidi Smith,737.27,D,2026-05-29
Eve Brown,312.17,C,2022-08-28
Grace Miller,11.63,D,2022-08-23
Grace Wilson,207.97,C,2023-11-16
Heidi Garcia,600.27,A,2025-09-10
Charlie Jones,614.27,A,2026-01-20
Alice Smith,605.53,C,2021-10-03
Bob Williams,630.01,D,2024-09-20
Charlie Brown,331.61,B,2023-11-29
Judy Johnson,2.77,C,2026-10-12
Ivan Brown,663.48,A,2022-07-04
Grace Wilson,175.99,D,2023-09-15
Diana Rodriguez,78.74,D,2026-02-21
Heidi Johnson,488.55,C,2020-05-04
Grace Wilson,813.52,C,2020-01-30
Grace Rodriguez,386.52,D,2025-06-01
Frank Miller,255.37,D,2023-01-24
Bob Garcia,699.94,A,2023-08-28
Alice Williams,703.18,A,2025-01-05
Diana Garcia,686.85,C,2025-12-12
Bob Wilson,154.19,D,2025-07-20
Charlie Johnson,882.21,D,2021-02-05
Charlie Miller,636.27,B,2024-11-15
Frank Garcia,554.76,A,2026-08-11
Grace Johnson,524.52,C,2023-01-21
Frank Williams,153.21,D,2022-08-09
Alice Miller,565.92,C,2021-09-23
Alice Davis,420.88,A,2022-09-01
Charlie Rodriguez,750.73,A,2026-08-31
Ivan Garcia,967.18,B,2026-09-06
Heidi Miller,326.04,C,2020-12-29
Ivan Miller,912.57,B,2025-01-14
Frank Jones,393.86,A,2026-05-15
Bob Smith,843.4,B,2023-01-24
Eve Williams,703.02,D,2026-07-18
Eve Miller,39.77,D,2026-01-20
Eve Jones,62.53,C,2021-02-03
Heidi Johnson,45.61,D,2021-12-07
Ivan Jones,909.8,C,2023-12-15
Alice Garcia,954.52,B,2022-02-19
Grace Rodriguez,488.88,C,2021-11-09
Ivan Smith,720.34,D,2024-01-31
Heidi Davis,453.89,B,2024-01-28
Bob Miller,697.07,C,2025-11-08
Judy Johnson,274.13,C,2021-12-07
Frank Garcia,835.93,A,2022-01-14
Judy Miller,904.21,A,2023-09-17
Bob Smith,131.86,A,2022-07-10
Judy Williams,719.15,C,2022-02-11
Bob Johnson,524.92,B,2023-11-19
Judy Jones,335.2,D,2020-09-27
Alice Smith,291.66,B,2022-12-27
Alice Garcia,739.66,A,2025-04-08
Frank Williams,909.85,A,2023-06-25
Charlie Williams,654.46,D,2026-04-19
Ivan Williams,568.53,C,2026-07-17
Ivan Rodriguez,764.42,C,2024-06-22
Grace Miller,857.04,D,2023-11-04
Eve Davis,488.99,D,2020-08-23
Diana Miller,563.56,C,2021-03-05
Diana Miller,299.9,B,2025-10-08
Diana Smith,256.9,D,2026-05-10
Alice Wilson,390.65,A,2024-03-05
Ivan Miller,981.88,A,2021-01-11
Diana Johnson,377.28,A,2024-05-16
Grace Johnson,749.89,C,2022-09-20
Judy Johnson,799.92,C,2022-07-30
Diana Brown,888.45,C,2020-07-27
Diana Rodriguez,507.88,D,2026-12-11
Frank Johnson,802.78,C,2025-05-05
Charlie Smith,494.09,C,2023-01-29
Bob Johnson,392.62,C,2023-02-27
Alice Wilson,758.68,D,2021-08-22
Diana Rodriguez,385.47,C,2023-02-18
Eve Jones,624.28,B,2024-02-11
Eve Rodriguez,396.63,A,2025-09-11
Heidi Rodriguez,145.86,B,2026-07-07
Grace Rodriguez,611.89,A,2021-06-09
Eve Davis,408.61,A,2025-09-28
Frank Jones,114.98,A,2025-07-23
Bob Johnson,324.53,C,2022-12-04
Heidi Miller,162.66,D,2022-09-03
Alice Williams,310.02,B,2024-02-12
Ivan Williams,571.22,A,2024-12-08
Eve Johnson,705.29,A,2025-08-25
Eve Garcia,858.08,B,2020-02-12
Heidi Johnson,494.77,B,2024-02-06
Diana Smith,952.0,D,2023-10-27
Heidi Smith,745.32,A,2022-07-21
Grace Brown,407.35,C,2026-10-09
Ivan Smith,563.35,A,2024-12-14
Charlie Williams,85.51,A,2025-10-27
Ivan Wilson,243.44,A,2021-12-12
Bob Williams,519.19,A,2026-10-11
Ivan Johnson,684.08,D,2026-10-24
Grace Williams,489.32,A,2023-04-05
Bob Jones,96.17,D,2021-07-02
Alice Johnson,204.4,C,2023-07-26
Heidi Rodriguez,638.43,C,2022-08-04
Eve Williams,257.5,C,2025-04-16
Alice Rodriguez,444.76,D,2022-07-18
Grace Miller,174.22,B,2022-06-29
Eve Davis,514.43,A,2021-12-12
Bob Miller,691.22,D,2026-06-11
Heidi Johnson,826.84,C,2022-06-22
Judy Jones,859.45,C,2023-08-13
Eve Brown,549.98,B,2025-08-13
Grace Smith,580.92,B,2025-06-14
Charlie Wilson,687.36,B,2023-02-12
Judy Brown,118.63,C,2023-08-11
Diana Smith,394.5,A,2022-11-22
Heidi Johnson,828.47,A,2024-02-22
Frank Johnson,797.23,C,2024-01-23
Diana Jones,528.26,B,2023-10-26
Diana Williams,111.59,A,2024-01-23
Heidi Smith,26.75,A,2026-01-09
Grace Smith,724.39,B,2020-04-16
Heidi Johnson,131.63,D,2023-01-20
Diana Jones,340.72,A,2022-08-08
Heidi Rodriguez,554.95,B,2021-05-31
Bob Miller,987.88,B,2020-06-24
Bob Johnson,697.92,A,2022-07-03
Diana Wilson,689.43,D,2023-05-20
Ivan Rodriguez,160.21,C,2020-05-19
Grace Jones,529.98,C,2026-03-04
Bob Rodriguez,959.54,C,2025-11-19
Eve Johnson,808.93,B,2020-01-31
Diana Jones,253.46,B,2020-05-01
Judy Jones,837.57,A,2020-01-22
Alice Rodriguez,134.42,B,2023-03-29
Judy Rodriguez,295.58,D,2026-01-08
Bob Johnson,70.54,D,2021-08-01
Charlie Miller,117.15,D,2024-06-05
Eve Williams,215.47,A,2023-01-17
Eve Wilson,124.35,C,2025-12-30
Judy Jones,649.76,D,2026-06-02
Judy Brown,836.07,D,2026-06-13
Eve Rodriguez,717.56,A,2025-03-20
Eve Jones,819.41,C,2024-09-16
Grace Smith,842.96,A,2022-03-03
Bob Miller,441.63,D,2026-03-01
Eve Brown,229.72,D,2025-02-13
Diana Jones,982.52,D,2026-07-26
Diana Davis,201.71,C,2023-04-24
Charlie Jones,21.64,A,2022-05-19
Eve Garcia,379.05,D,2023-09-12
Bob Davis,157.67,D,2025-09-26
Grace Wilson,701.44,A,2020-10-08
Charlie Rodriguez,729.31,B,2026-02-14
Alice Williams,545.4,C,2020-10-07
Eve Johnson,147.33,C,2020-11-30
Diana Davis,365.8,A,2022-08-21
Eve Johnson,6.0,C,2025-04-12
Frank Davis,331.6,C,2020-12-03
Charlie Johnson,906.96,C,2026-02-27
Grace Wilson,336.17,D,2021-02-25
Grace Wilson,870.3,B,2022-04-30
Ivan Brown,439.41,C,2020-11-19
Diana Jones,98.33,B,2021-01-28
Eve Brown,290.76,D,2024-03-06
Grace Rodriguez,35.69,A,2026-12-05
Heidi Brown,98.67,B,2020-09-30
Heidi Miller,677.2,C,2021-03-25
Judy Davis,66.27,A,2021-10-29
Eve Garcia,90.94,A,2026-11-17
Eve Jones,752.72,D,2024-01-15
Charlie Williams,756.27,D,2021-06-28
Judy Jones,202.87,B,2025-10-16
Grace Brown,196.13,C,2023-12-15
Charlie Jones,842.65,A,2024-12-30
Diana Wilson,932.14,D,2020-08-28
Ivan Williams,510.24,C,2025-07-20
Bob Johnson,810.08,D,2025-04-27
Bob Jones,228.16,D,2024-02-09
Eve Smith,391.11,C,2025-04-13
Ivan Wilson,835.85,C,2026-04-10
Bob Miller,447.09,A,2026-04-18
Frank Johnson,323.76,C,2022-06-28
Ivan Miller,531.17,B,2023-06-17
Eve Rodriguez,756.58,D,2024-04-09
Charlie Williams,601.59,A,2021-08-24
Grace Smith,227.61,D,2020-01-07
Judy Wilson,371.42,D,2023-05-19
Heidi Wilson,209.9,C,2022-08-31
Grace Davis,120.72,A,2021-06-24
Alice Jones,785.03,A,2021-05-05
Alice Johnson,30.25,C,2025-08-11
Eve Brown,579.47,C,2026-02-12
Grace Jones,401.21,B,2021-04-09
Bob Brown,751.72,C,2020-07-16
Heidi Miller,964.06,D,2021-12-05
Eve Wilson,16.17,D,2022-05-27
Diana Rodriguez,195.09,B,2021-01-05
Alice Brown,104.28,C,2026-06-20
Grace Jones,668.11,C,2023-01-07
Frank Wilson,595.43,B,2023-01-30
Ivan Jones,696.27,D,2022-03-23
Frank Williams,328.76,C,2024-08-03
Grace Williams,281.82,C,2021-12-29
Heidi Miller,186.19,C,2023-01-02
Ivan Wilson,626.1,D,2025-10-16
Bob Smith,134.22,D,2020-10-07
Eve Davis,749.41,A,2025-11-02
Diana Davis,678.44,D,2022-07-11
Ivan Jones,318.28,A,2022-01-27
Grace Garcia,230.45,C,2024-05-31
Grace Smith,902.57,D,2024-03-01
Charlie Miller,733.22,C,2025-10-05
Bob Davis,72.33,D,2024-07-30
Ivan Williams,75.1,A,2020-06-24
Heidi Brown,450.26,C,2025-12-25
Diana Williams,64.12,B,2020-12-10
Diana Davis,864.94,C,2023-03-26
Bob Garcia,128.59,C,2022-07-18
Heidi Jones,399.97,D,2024-10-29
Alice Rodriguez,544.06,D,2026-06-14
Alice Rodriguez,903.84,A,2021-09-06
Judy Garcia,95.54,A,2022-08-26
Grace Brown,853.4,C,2021-11-06
Eve Davis,52.39,B,2021-10-26
Bob Brown,681.33,B,2026-07-07
Heidi Brown,646.49,D,2020-04-27
Judy Davis,803.33,A,2021-09-21
Charlie Wilson,830.3,C,2026-09-19
Heidi Miller,65.96,A,2023-05-19
